Scheme Code,Scheme Name,NAV,Date,Category
120040,HSBC Liquid Fund - Direct Weekly IDCW,1195.8537,2026-03-09,Debt
118907,HSBC Liquid Fund - Growth,3906.1477,2026-03-09,Debt
118906,HSBC Liquid Fund - IDCW,1019.3,2026-03-09,Debt
118909,HSBC Liquid Fund - Institutional Daily IDCW,1562.8262,2026-03-09,Debt
118901,HSBC Liquid Fund - Regular Daily IDCW,1001.3789,2026-03-09,Debt
118902,HSBC Liquid Fund - Regular Growth,2707.3305,2026-03-09,Debt
118903,HSBC Liquid Fund - Regular Monthly IDCW,1003.9379,2026-03-09,Debt
118904,HSBC Liquid Fund - Regular Weekly IDCW,1108.1042,2026-03-09,Debt
118908,HSBC Liquid Fund - Weekly IDCW,1001.8818,2026-03-09,Debt
100357,ICICI Prudential Liquid Fund -Quarterly IDCW,101.4288,2026-03-09,Debt
100359,ICICI Prudential Liquid Institutional Plus Fund - Div - Daily,118.5152,2026-03-09,Debt
130933,ICICI Prudential Liquid Fund - Bonus,121.0704,2026-03-09,Debt
103343,ICICI Prudential Liquid Fund - Daily IDCW,100.1482,2026-03-09,Debt
120198,ICICI Prudential Liquid Fund - Direct Plan -  Annual IDCW,103.985,2026-03-09,Debt
120187,ICICI Prudential Liquid Fund - Direct Plan -  Half Yearly IDCW,106.7325,2026-03-09,Debt
120191,ICICI Prudential Liquid Fund - Direct Plan -  IDCW Others,188.3639,2026-03-09,Debt
120188,ICICI Prudential Liquid Fund - Direct Plan - Daily IDCW,100.1082,2026-03-09,Debt
120197,ICICI Prudential Liquid Fund - Direct Plan - Growth,406.1332,2026-03-09,Debt
120189,ICICI Prudential Liquid Fund - Direct Plan - Monthly IDCW,100.4287,2026-03-09,Debt
120196,ICICI Prudential Liquid Fund - Direct Plan - Quarterly IDCW,102.2043,2026-03-09,Debt
120190,ICICI Prudential Liquid Fund - Direct Plan - Weekly IDCW,100.2737,2026-03-09,Debt
130934,ICICI Prudential Liquid Fund - Direct Plan Bonus,149.1904,2026-03-09,Debt
103340,ICICI Prudential Liquid Fund - Growth,401.9528,2026-03-09,Debt
104308,ICICI Prudential Liquid Fund - Half Yearly IDCW,105.6475,2026-03-09,Debt
115505,ICICI Prudential Liquid Fund - IDCW Others,186.8067,2026-03-09,Debt
103344,ICICI Prudential Liquid Fund - Institutional Option - I,275.6151,2026-03-09,Debt
139434,ICICI Prudential Liquid Fund - Unclaimed IDCW,137.2884,2026-03-09,Debt
139432,ICICI Prudential Liquid Fund - Unclaimed IDCW Investor Education,100.0,2026-03-09,Debt
139433,ICICI Prudential Liquid Fund - Unclaimed Redemption,137.2884,2026-03-09,Debt
139431,ICICI Prudential Liquid Fund - Unclaimed Redemption Investor Education,100.0,2026-03-09,Debt
103342,ICICI Prudential Liquid Fund - Weekly IDCW,100.2467,2026-03-09,Debt
103341,ICICI Prudential Liquid Fund -Monthly IDCW,100.3202,2026-03-09,Debt
112119,ICICI Prudential Liquid Fund-Annual IDCW,103.8506,2026-03-09,Debt
101748,ICICI Prudential Liquid Fund - Institutional - Daily - Div,118.5022,2026-03-09,Debt
101753,ICICI Prudential Liquid Fund - Institutional - Weekly - Div,118.6133,2026-03-09,Debt
101754,ICICI Prudential Liquid Fund Retail Daily Dividend,118.5142,2026-03-09,Debt
101750,ICICI Prudential Liquid Fund Retail Growth,450.7797,2026-03-09,Debt
101755,ICICI Prudential Liquid Fund Retail Monthly Dividend,100.5372,2026-03-09,Debt
101752,ICICI Prudential Liquid Fund Retail Weekly Dividend,118.9171,2026-03-09,Debt
101751,ICICI Prudential Liquid Institutional Fund - Growth,462.33,2026-03-09,Debt
122786,Invesco India Liquid Fund - Bonus Option,3683.9299,2026-03-09,Debt
104484,Invesco India Liquid Fund - Daily IDCW (Reinvestment),1002.7594,2026-03-09,Debt
120537,Invesco India Liquid Fund - Direct Plan - Growth,3766.206,2026-03-09,Debt
120536,Invesco India Liquid Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1083.7378,2026-03-09,Debt
120535,Invesco India Liquid Fund - Direct Plan - Weekly IDCW (Reinvestment),1073.3263,2026-03-09,Debt
120534,Invesco India Liquid Fund - Direct Plan- Daily IDCW (Reinvestment),1005.8604,2026-03-09,Debt
104486,Invesco India Liquid Fund - Growth,3732.6602,2026-03-09,Debt
104492,Invesco India Liquid Fund - Monthly IDCW (Payout / Reinvestment),1004.4416,2026-03-09,Debt
104488,Invesco India Liquid Fund - Regular - Growth,3293.3482,2026-03-09,Debt
104489,Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment),1004.3418,2026-03-09,Debt
139390,Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years,1000.0,2026-03-09,Debt
139389,Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years,1785.1038,2026-03-09,Debt
139388,Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years,1000.0,2026-03-09,Debt
139387,Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years,1784.7025,2026-03-09,Debt
104485,Invesco India Liquid Fund - Weekly IDCW (Reinvestment),1019.4639,2026-03-09,Debt
147161,ITI Liquid Fund - Direct Plan - Annually IDCW Option,1428.9498,2026-03-09,Debt
147158,ITI Liquid Fund - Direct Plan - Daily IDCW Option,1001.0,2026-03-09,Debt
147160,ITI Liquid Fund - Direct Plan - Fortnightly IDCW Option,1002.4319,2026-03-09,Debt
147157,ITI Liquid Fund - Direct Plan - Growth Option,1427.0734,2026-03-09,Debt
147163,ITI Liquid Fund - Direct Plan - Monthly IDCW Option,1002.4381,2026-03-09,Debt
147159,ITI Liquid Fund - Direct Plan - Weekly IDCW Option,1001.7138,2026-03-09,Debt
147162,ITI Liquid Fund - Regular Plan - Annually IDCW Option,1421.6017,2026-03-09,Debt
147154,ITI Liquid Fund - Regular Plan - Daily IDCW Option,1001.0001,2026-03-09,Debt
147155,ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option,1002.3981,2026-03-09,Debt
147153,ITI Liquid Fund - Regular Plan - Growth Option,1413.4649,2026-03-09,Debt
147156,ITI Liquid Fund - Regular Plan - Monthly IDCW Option,1001.1538,2026-03-09,Debt
147164,ITI Liquid Fund - Regular Plan - Weekly IDCW Option,1001.6927,2026-03-09,Debt
153651,JioBlackRock Liquid Fund - Direct Plan - Growth Option,1040.4381,2026-03-09,Debt
120410,JM Liquid Fund (Direct) - Bonus Option - Bonus Option - Principal units,22.4898,2026-03-09,Debt
120411,JM Liquid Fund (Direct) - Daily IDCW,10.4302,2026-03-09,Debt
120406,JM Liquid Fund (Direct) - Growth Option,74.9026,2026-03-09,Debt
120408,JM Liquid Fund (Direct) - Quarterly IDCW,42.5253,2026-03-09,Debt
120407,JM Liquid Fund (Direct) - Weekly IDCW,11.0137,2026-03-09,Debt
100244,JM Liquid Fund (Regular) - Quarterly IDCW,41.918,2026-03-09,Debt
100247,JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,42.5794,2026-03-09,Debt
100233,JM Liquid Fund (Regular) - Weekly IDCW,11.011,2026-03-09,Debt
100234,JM Liquid Fund - Growth Option,74.0587,2026-03-09,Debt
148414,JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,41.4437,2026-03-09,Debt
148413,JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,41.4437,2026-03-09,Debt
148415,JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan,41.4437,2026-03-09,Debt
139258,JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan,57.8229,2026-03-09,Debt
139260,JM Liquid Fund Unclaimed Dividend IEF (Direct) Growth Plan,41.4437,2026-03-09,Debt
139257,JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan,57.823,2026-03-09,Debt
139259,JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan,41.4437,2026-03-09,Debt
101549,JM Liquid Fund (Regular) - Bonus Option - Principal Units,23.7138,2026-03-09,Debt
101078,JM Liquid Fund (Regular) - Daily IDCW,10.4302,2026-03-09,Debt
119764,Kotak Liquid Fund - Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option,1222.81,2026-03-09,Debt
119766,Kotak Liquid Fund - Direct Plan - Growth,5543.8609,2026-03-09,Debt
153585,Kotak Liquid Fund - Direct Plan - Weekly - Reinvestment & Payout of Income Distribution cum capital withdrawal option,1001.527,2026-03-09,Debt
100833,Kotak Liquid Fund - Regular  - Daily Reinvestment of Income Distribution cum capital withdrawal option,1242.4463,2026-03-09,Debt
100835,Kotak Liquid Fund - Regular Plan - Growth,5487.6189,2026-03-09,Debt
153586,Kotak Liquid Fund - Regular Plan - Weekly - Reinvestment & Payout of Income Distribution cum capital withdrawal option,1019.4605,2026-03-09,Debt
120248,LIC MF Liquid Fund-Direct Plan-Daily IDCW,1034.6038,2026-03-09,Debt
120249,LIC MF Liquid Fund-Direct Plan-Growth,4981.9852,2026-03-09,Debt
151930,LIC MF Liquid Fund-Direct Plan-Monthly IDCW,1209.3561,2026-03-09,Debt
151932,LIC MF Liquid Fund-Direct Plan-Weekly IDCW,1080.2053,2026-03-09,Debt
101184,LIC MF Liquid Fund-Regular Plan-Daily IDCW,1000.1751,2026-03-09,Debt
101185,LIC MF Liquid Fund-Regular Plan-Growth,4908.1481,2026-03-09,Debt
151928,LIC MF Liquid Fund-Regular Plan-Monthly IDCW,1189.0566,2026-03-09,Debt
151927,LIC MF Liquid Fund-Regular Plan-Weekly IDCW,1002.2294,2026-03-09,Debt
139535,Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW,1255.2359,2026-03-09,Debt
139536,Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW,1003.5053,2026-03-09,Debt
139538,Mahindra Manulife Liquid Fund - Direct Plan -Growth,1787.9011,2026-03-09,Debt
139534,Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW,1001.053,2026-03-09,Debt
139537,Mahindra Manulife Liquid Fund - Regular Plan - Growth,1767.5773,2026-03-09,Debt
139541,Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW,1009.918,2026-03-09,Debt
139540,Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Beyond 3 years,1000.0,2026-03-09,Debt
139539,Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Upto three years,1218.6343,2026-03-09,Debt
118859,Mirae Asset Liquid Fund - Direct Plan - Growth,2898.6975,2026-03-09,Debt
118862,Mirae Asset Liquid Fund - Direct Plan - Weekly IDCW,1216.9671,2026-03-09,Debt
118861,Mirae Asset Liquid Fund - Direct Plan -Daily IDCW,1075.8332,2026-03-09,Debt
118860,Mirae Asset Liquid Fund - Direct Plan -Monthly IDCW,1136.7462,2026-03-09,Debt
111647,Mirae Asset Liquid Fund - Regular - Daily IDCW,1066.4347,2026-03-09,Debt
111646,Mirae Asset Liquid Fund - Regular Plan - Growth,2847.3893,2026-03-09,Debt
111645,Mirae Asset Liquid Fund - Regular Plan - Monthly IDCW,1154.3964,2026-03-09,Debt
111644,Mirae Asset Liquid Fund - Regular Plan - Weekly IDCW,1153.2549,2026-03-09,Debt
145834,Motilal Oswal Liquid Fund - Direct Growth,14.4812,2026-03-09,Debt
145946,Motilal Oswal Liquid Fund - Regular Growth,14.3211,2026-03-09,Debt
147442,Motilal Oswal Liquid Fund - Unclaimed Dividend - Greater than 3 years,10.0,2026-03-09,Debt
147441,Motilal Oswal Liquid Fund - Unclaimed Dividend- Upto 3 years,14.1036,2026-03-09,Debt
147443,Motilal Oswal Liquid Fund - Unclaimed Redemption - Greater than 3 years,10.0,2026-03-09,Debt
147444,Motilal Oswal Liquid Fund - Unclaimed Redemption - Upto 3 years,13.8229,2026-03-09,Debt
146218,Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment,10.0864,2026-03-09,Debt
146226,Motilal Oswal Liquid Fund Direct - IDCW Fortnightly Reinvestment,10.0181,2026-03-09,Debt
146223,Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment,10.0438,2026-03-09,Debt
146228,Motilal Oswal Liquid Fund Direct - IDCW Reinvestment,10.0077,2026-03-09,Debt
146229,Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment,10.0092,2026-03-09,Debt
146227,Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment,10.0055,2026-03-09,Debt
146230,Motilal Oswal Liquid Fund Regular - IDCW Fortnightly Reinvestment,10.0175,2026-03-09,Debt
146220,Motilal Oswal Liquid Fund Regular - IDCW Monthly Payout/Reinvestment,10.0433,2026-03-09,Debt
146222,Motilal Oswal Liquid Fund Regular - IDCW Quarterly Payout/Reinvestment,10.083,2026-03-09,Debt
146224,Motilal Oswal Liquid Fund Regular - IDCW Weekly Reinvestment,10.0163,2026-03-09,Debt
119163,Navi Liquid Fund - Direct Plan Daily IDCW - ReInvestment,10.0129,2026-03-09,Debt
119161,Navi Liquid Fund - Direct Plan Monthly IDCW - Payout,10.0251,2026-03-09,Debt
119162,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout,10.0125,2026-03-09,Debt
112645,Navi Liquid Fund - Regular Plan Daily IDCW,10.0129,2026-03-09,Debt
112647,Navi Liquid Fund - Regular Plan Monthly IDCW,10.0249,2026-03-09,Debt
112646,Navi Liquid Fund - Regular Plan Weekly IDCW,10.0128,2026-03-09,Debt
119164,Navi Liquid Fund-Direct Plan-Growth Option,29.7332,2026-03-09,Debt
112636,Navi Liquid Fund-Regular Plan-Growth Option,29.4607,2026-03-09,Debt
140437,Navi Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years,10.0,2026-03-09,Debt
139386,Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years,29.6334,2026-03-09,Debt
100852,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,1528.74,2026-03-09,Debt
118695,NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION,1528.74,2026-03-09,Debt
118696,NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION,1589.8303,2026-03-09,Debt
118698,NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION,1016.8697,2026-03-09,Debt
118700,NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION,1531.2184,2026-03-09,Debt
118701,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,6717.8532,2026-03-09,Debt
100855,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,1586.461,2026-03-09,Debt
112340,NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION,1016.5163,2026-03-09,Debt
100837,Nippon India Liquid Fund - Retail Option - Growth Plan,5843.6736,2026-03-09,Debt
100842,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,1524.28,2026-03-09,Debt
100843,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,1328.4196,2026-03-09,Debt
100844,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,1227.3552,2026-03-09,Debt
100838,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,1034.6999,2026-03-09,Debt
100853,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,1531.1975,2026-03-09,Debt
100851,Nippon India Liquid Fund -Growth Plan,6627.0323,2026-03-09,Debt
100849,Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option,1114.15,2026-03-09,Debt
100845,Reliance Liquid Fund-Cash Plan-Growth Plan,2714.7678,2026-03-09,Debt
114251,Reliance Liquid Fund-Cash Plan-Monthly Dividend Plan,1004.4865,2026-03-09,Debt
114252,Reliance Liquid Fund-Cash Plan-Quarterly Dividend Plan,1013.831,2026-03-09,Debt
100848,Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option,1092.0644,2026-03-09,Debt
138306,PGIM India INSTA CASH FUND - Annual Bonus Option,144.9174,2026-03-09,Debt
138305,PGIM India Insta Cash Fund - Direct Plan -  Annual Bonus Option,148.9974,2026-03-09,Debt
138302,PGIM India Insta Cash Fund - Direct Plan -  Regular Bonus,138.2962,2026-03-09,Debt
138296,PGIM India Insta Cash Fund - Direct Plan - Annual Dividend,144.7765,2026-03-09,Debt
138300,PGIM India Insta Cash Fund - Direct Plan - Quarterly Dividend,145.6889,2026-03-09,Debt
138303,PGIM India Insta Cash Fund - Direct Plan -Monthly Bonus,132.9596,2026-03-09,Debt
138294,PGIM India Insta Cash Fund - Quarterly Dividend Option,143.9385,2026-03-09,Debt
138284,PGIM India INSTA CASH FUND - Regular Plan BONUS OPTION,13.7989,2026-03-09,Debt
138292,PGIM India Insta Cash Fund- Annual Dividend Option,144.7569,2026-03-09,Debt
138278,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,10.3577,2026-03-09,Debt
138283,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,10.0516,2026-03-09,Debt
138282,PGIM India Insta Cash Fund-Institutional Plan-Growth,26.2743,2026-03-09,Debt
138304,PGIM India INSTA CASH FUND-Monthly Bonus Option,140.0664,2026-03-09,Debt
138286,PGIM India Liquid Fund - Bonus Option,186.8975,2026-03-09,Debt
138285,PGIM India Liquid Fund - Daily Dividend,100.304,2026-03-09,Debt
138297,PGIM India Liquid Fund - Direct Plan - Daily Dividend,127.5908,2026-03-09,Debt
138299,PGIM India Liquid Fund - Direct Plan - Growth,358.0044,2026-03-09,Debt
138298,PGIM India Liquid Fund - Direct Plan - Monthly Dividend,116.5618,2026-03-09,Debt
138301,PGIM India Liquid Fund - Direct Plan - Weekly Dividend,100.5372,2026-03-09,Debt
138288,PGIM India Liquid Fund - Growth,353.5138,2026-03-09,Debt
138287,PGIM India Liquid Fund - Monthly Dividend,117.0183,2026-03-09,Debt
138289,PGIM India Liquid Fund - Weekly Dividend,100.5367,2026-03-09,Debt
138280,PGIM India Liquid Fund-DIVIDEND-Daily Dividend,10.301,2026-03-09,Debt
138279,PGIM India Liquid Fund-DIVIDEND-MONTHLY DIVIDEND,10.0577,2026-03-09,Debt
138281,PGIM India Liquid Fund-Growth-GROWTH,27.706,2026-03-09,Debt
143263,Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW,1000.5405,2026-03-09,Debt
143269,Parag Parikh Liquid Fund- Direct Plan- Growth,1517.7424,2026-03-09,Debt
143262,Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW,1004.9627,2026-03-09,Debt
143265,Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW,1001.903,2026-03-09,Debt
143264,Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW,1000.5404,2026-03-09,Debt
143260,Parag Parikh Liquid Fund- Regular Plan- Growth,1505.7908,2026-03-09,Debt
143261,Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW,1004.9267,2026-03-09,Debt
143266,Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW,1001.8866,2026-03-09,Debt
120837,quant Liquid Fund - Growth Option - Direct Plan,44.0927,2026-03-09,Debt
103225,quant Liquid Fund - Growth Option - Regular Plan,42.882,2026-03-09,Debt
120838,quant Liquid Fund - Monthly IDCW Option - Direct Plan,15.749,2026-03-09,Debt
103228,quant Liquid Fund - Monthly IDCW Option - Regular Plan,15.1744,2026-03-09,Debt
120839,quant Liquid Fund - Weekly IDCW Option - Direct Plan,14.6646,2026-03-09,Debt
103227,quant Liquid Fund - Weekly IDCW Option - Regular Plan,14.4972,2026-03-09,Debt
120836,quant Liquid Fund-Daily IDCW Option - Direct Plan,13.2115,2026-03-09,Debt
103226,quant Liquid Fund-Daily IDCW Option - Regular Plan,12.7004,2026-03-09,Debt
148513,quant Liquid Fund-Unclaimed Dividend Investor Education Plan-Growth Option,10.0,2026-03-09,Debt
148510,quant Liquid Fund-Unclaimed Dividend-Growth Option,13.5232,2026-03-09,Debt
148511,quant Liquid Fund-Unclaimed Redemption Investor Education Plan-Growth Option,10.0,2026-03-09,Debt
148512,quant Liquid Fund-Unclaimed Redemption Plan-Growth Option,13.3371,2026-03-09,Debt
103736,Quantum Liquid Fund - Direct Plan Daily IDCW,10.0085,2026-03-09,Debt
103734,Quantum Liquid Fund - Direct Plan Growth Option,36.5922,2026-03-09,Debt
103735,Quantum Liquid Fund - Direct Plan Monthly IDCW,10.0296,2026-03-09,Debt
141065,Quantum Liquid Fund - Regular Plan Daily IDCW,10.0002,2026-03-09,Debt
141066,Quantum Liquid Fund - Regular Plan Growth Option,36.3093,2026-03-09,Debt
141067,Quantum Liquid Fund - Regular Plan Monthly IDCW,10.0267,2026-03-09,Debt
152299,Quantum Liquid Fund - Unclaimed IDCW Plan Above 3 years,10.0,2026-03-09,Debt
152298,Quantum Liquid Fund - Unclaimed IDCW Plan Below 3 years,11.5048,2026-03-09,Debt
152301,Quantum Liquid Fund - Unclaimed Redemption Plan Above 3 years,10.0,2026-03-09,Debt
152300,Quantum Liquid Fund - Unclaimed Redemption Plan Below 3 years,11.0703,2026-03-09,Debt
119804,SBI Liquid Fund - Direct Paln - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1400.7538,2026-03-09,Debt
119805,SBI Liquid Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1144.0484,2026-03-09,Debt
119799,SBI Liquid Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1385.9757,2026-03-09,Debt
119800,SBI Liquid Fund - DIRECT PLAN -Growth,4289.5514,2026-03-09,Debt
105274,SBI Liquid Fund - Institutional - Growth,4283.2644,2026-03-09,Debt
105275,SBI Liquid Fund - Institutional Daily Income Distribution cum Capital Withdrawal Option (IDCW),1376.0505,2026-03-09,Debt
105281,SBI Liquid Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1140.7391,2026-03-09,Debt
105283,SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1392.512,2026-03-09,Debt
105282,SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1379.075,2026-03-09,Debt
105280,SBI Liquid Fund - REGULAR PLAN -Growth,4243.119,2026-03-09,Debt
153035,Shriram Liquid Fund - Direct Plan Growth Option,1084.0471,2026-03-09,Debt
153036,Shriram Liquid Fund - Regular Plan Growth Option,1082.0504,2026-03-09,Debt
153282,Shriram Unclaimed IDCW Liquid Fund,1056.9082,2026-03-09,Debt
153283,Shriram Unclaimed IDCW Stable Scheme Liquid Fund,1000.0,2026-03-09,Debt
153280,Shriram Unclaimed Redemption Liquid Fund,1069.5815,2026-03-09,Debt
153281,Shriram Unclaimed Redemption Stable Scheme Liquid Fund,1000.0,2026-03-09,Debt
149744,Sundaram  Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct IDCW,1152.6698,2026-03-09,Debt
149742,Sundaram Liquid Fund (Formerly Known as  Principal Cash Management Fund) Regular Plan Principal Units,1274.1205,2026-03-09,Debt
149663,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund )- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Daily,1000.6367,2026-03-09,Debt
149658,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Daily Income Distribution CUM Capital Withdrawal,1000.8893,2026-03-09,Debt
149664,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option,2424.6601,2026-03-09,Debt
149660,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Regular Plan IDCW,1038.1576,2026-03-09,Debt
149662,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Direct Plan - IDCW,1040.3665,2026-03-09,Debt
149661,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option,2393.4181,2026-03-09,Debt
149738,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Fortnightly IDCW,1028.192,2026-03-09,Debt
149737,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Principal Units,1280.5417,2026-03-09,Debt
149739,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Fortnightly IDCW,1028.0322,2026-03-09,Debt
149740,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular IDCW,1147.0639,2026-03-09,Debt
149745,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Unclaimed Redemption More 3 Years,1000.0,2026-03-09,Debt
149659,Sundaram Liquid Fund (Formerly Principal Cash Management Fund) - Weekly Income Distribution CUM Capital Withdrawal Option,1007.8472,2026-03-09,Debt
149665,Sundaram Liquid Fund(Formerly Known as Principal Cash Management Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Weekly,1008.3385,2026-03-09,Debt
153689,Tata Liquid Fund - Direct Plan - Weekly IDCW Reinvestment,1041.6116,2026-03-09,Debt
153688,Tata Liquid Fund - Regular Plan - Weekly IDCW Reinvestment,1037.1238,2026-03-09,Debt
102672,Tata Liquid Fund -Regular Plan - Growth Option,4277.5643,2026-03-09,Debt
119862,Tata Liquid Fund- Direct Plan - Daily Reinvestment of IDCW Option,1001.5187,2026-03-09,Debt
119861,Tata Liquid Fund- Direct Plan-Growth Option,4332.5276,2026-03-09,Debt
101714,Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option,1001.5157,2026-03-09,Debt
104240,Taurus Liquid Fund-Dividend,1013.9743,2026-03-09,Debt
104241,Taurus Liquid Fund-Growth,2368.5909,2026-03-09,Debt
153887,THE WEALTH COMPANY LIQUID FUND DIRECT DAILY ICDW,1002.0133,2026-03-09,Debt
153883,THE WEALTH COMPANY LIQUID FUND DIRECT GROWTH,1024.479,2026-03-09,Debt
153884,THE WEALTH COMPANY LIQUID FUND DIRECT MONTHLY IDCW,1003.7346,2026-03-09,Debt
153889,THE WEALTH COMPANY LIQUID FUND DIRECT WEEKLY,1002.9477,2026-03-09,Debt
153886,THE WEALTH COMPANY LIQUID FUND REGULAR DAILY IDCW,1002.0,2026-03-09,Debt
153888,THE WEALTH COMPANY LIQUID FUND REGULAR GROWTH,1023.8653,2026-03-09,Debt
153890,THE WEALTH COMPANY LIQUID FUND REGULAR MONTHLY IDCW,1003.6233,2026-03-09,Debt
153885,THE WEALTH COMPANY LIQUID FUND REGULAR WEEKLY IDCW,1002.9192,2026-03-09,Debt
148842,TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal,1264.6499,2026-03-09,Debt
148841,TRUSTMF Liquid Fund-Direct Plan-Growth,1328.7153,2026-03-09,Debt
148839,TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal,1195.1512,2026-03-09,Debt
148837,TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal,1222.8912,2026-03-09,Debt
148834,TRUSTMF Liquid Fund-Regular Plan-Daily Income Distribution cum Capital Withdrawal,1196.4091,2026-03-09,Debt
148833,TRUSTMF Liquid Fund-Regular Plan-Growth,1318.9521,2026-03-09,Debt
148843,TRUSTMF Liquid Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal,1186.4518,2026-03-09,Debt
148836,TRUSTMF Liquid Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal,1172.1226,2026-03-09,Debt
153570,Unifi Liquid Fund- Direct Growth,1043.8989,2026-03-09,Debt
153571,Unifi Liquid Fund- Regular Growth,1043.4337,2026-03-09,Debt
115401,Union Liquid Fund - Daily IDCW Option,1001.1995,2026-03-09,Debt
